App,Translated_Review,Sentiment,Sentiment_Polarity,Sentiment_Subjectivity
ASOS,nan,nan,nan,nan
ASOS,Took money put ordet missed make claim paypal wait paypal send money back ASOS stuffed up!,Neutral,0.0,0.0
ASOS,"Great store! Great variety , great prices, love loyalty scheme, easy deliveries pay later klarna also helpful!! Defently recommended since I've shopping asos everything I get aha !",Positive,0.5888888888888889,0.6138888888888889
ASOS,"ASOS cuties everything. I'm 58,but still dress style. Very cool clothes,shoes,household items. The prices great. I send friends & family plus size gals. ❣❤❣",Positive,0.6275,0.7975000000000001
ASOS,Great user friendly I wish kept logged without log every day.,Positive,0.5875,0.625
ASOS,nan,nan,nan,nan
ASOS,I almost daily shopping needs! Really efficient easy process purchase.,Positive,0.2111111111111111,0.3444444444444445
ASOS,"Absolutely love app, easy (unfortunately) easy make purchases. I love it, bank balance much ♥",Positive,0.5111111111111112,0.6777777777777777
ASOS,Can't give five star ever since available English anymore customers Netherlands. Please provide double language choice.,Positive,0.13333333333333333,0.13333333333333333
ASOS,It's fantastic shopping ASOS!! It's even easier convenient go... finding right clothing never easier!!,Positive,0.5357142857142857,0.7178571428571429
ASOS,Easy watch videos clothes shoes get real unedited view items,Positive,0.31666666666666665,0.5666666666666667
ASOS,The easy find nice things !,Positive,0.5916666666666667,0.9166666666666667
ASOS,"I love easy browse, find purchase things. ASOS done great job I've issues far(few months).",Positive,0.5777777777777778,0.7277777777777779
ASOS,Love app. Great range clothes prices. Also really fast free shipping!,Positive,0.5,0.6875
ASOS,"I 16year old son never disappointed means neither I, brilliant round , well done ASOS x",Positive,0.29375,0.5875
ASOS,nan,nan,nan,nan
ASOS,Love it. Lovely clothes. Easy navigate. Fast free delivery great returns,Positive,0.47222222222222215,0.7222222222222223
ASOS,"Love ASOS ans love app. Could map search delivery through, list potential collect locations 8snt much me. Otherwise, great!",Positive,0.44000000000000006,0.6300000000000001
ASOS,"No nonsense clothes shopping great filters, fast responses, good delivery payment options (Google Pay!). I barely shop anywhere else!",Positive,0.484375,0.5125000000000001
ASOS,My entire wardrobe ASOS boyfriend. 100% go everything,Neutral,0.0,0.625
ASOS,"Best online shopping come across, really simple navigate, mention great deals!",Positive,0.6666666666666666,0.469047619047619
ASOS,My partner got always quality products returns amazing easy handle especially 1 year Express free returns.,Positive,0.3583333333333334,0.8833333333333333
ASOS,"Excellent 10/10 price.range,staff,quality. No drama worries, problem. I back. A+++",Positive,0.5,0.5
ASOS,Freezes scrolling bit. Every damn time.,Neutral,0.0,0.0
ASOS,"Used good, item I want size stock.",Positive,0.7,0.6000000000000001
ASOS,"ASOS great quick search, always easy find looking for.",Positive,0.5222222222222223,0.6944444444444445
ASOS,"easy to use, shipping fast enough, wide choice of clothing and more, for everyone",Positive,0.20666666666666664,0.5666666666666667
ASOS,"I love app! Just wish I could leave read reviews! I trust sizing, sometimes I wish I read someone else's opinion",Positive,0.78125,0.6
ASOS,"Convenient use, easy search, good promotion, exclusive items",Positive,0.5666666666666667,0.7166666666666668
ASOS,Bad international shipping service.,Negative,-0.3499999999999999,0.3333333333333333
ASOS,This useful sorts different things. It easy navigate full different styles clothes,Positive,0.2166666666666667,0.5166666666666667
ASOS,Intuitive visual app. Everything could possibly need finger tips. Well done ASOS!,Neutral,0.0,0.5
ASOS,nan,nan,nan,nan
ASOS,"Every day re-sign Google account. Please fix irritating keep signing in. Also, please add south African rand currency frustrating calculate items price. Other 5 stars.",Negative,-0.23125,0.51875
ASOS,nan,nan,nan,nan
ASOS,"You select different countries, different language settings. But I can't select English language location set Germany. So ridiculous! Means I able app.",Positive,0.016666666666666673,0.5650000000000001
ASOS,"Super easy look stuff pay. One downside I noticed far: whenever I add items basket login, items disappear. Super annoying. Otherwise amazing service.",Positive,0.16666666666666666,0.8277777777777778
ASOS,"Really great app, annoying rings sold items still displayed there's much choice hard actually pick thing!",Negative,-0.018333333333333333,0.49833333333333335
ASOS,"Great App, easy buy banging clothes, sometimes bit pricey expected! There always sales go clothes store :)",Positive,0.40208333333333335,0.7458333333333333
ASOS,friend told I liked fanny pack. I downloaded checked out. I love it! Very nice items reasonable prices.,Positive,0.55125,0.75
ASOS,nan,nan,nan,nan
ASOS,Took money put ordet missed make claim paypal wait paypal send money back ASOS stuffed up!,Neutral,0.0,0.0
ASOS,"Great store! Great variety , great prices, love loyalty scheme, easy deliveries pay later klarna also helpful!! Defently recommended since I've shopping asos everything I get aha !",Positive,0.5888888888888889,0.6138888888888889
ASOS,"ASOS cuties everything. I'm 58,but still dress style. Very cool clothes,shoes,household items. The prices great. I send friends & family plus size gals. ❣❤❣",Positive,0.6275,0.7975000000000001
ASOS,Great user friendly I wish kept logged without log every day.,Positive,0.5875,0.625
ASOS,Awful customer automatic responses. The products ones see website. Terrible. Absolutely terrible.,Negative,-1.0,1.0
ASOS,I almost daily shopping needs! Really efficient easy process purchase.,Positive,0.2111111111111111,0.3444444444444445
ASOS,"Absolutely love app, easy (unfortunately) easy make purchases. I love it, bank balance much ♥",Positive,0.5111111111111112,0.6777777777777777
ASOS,Can't give five star ever since available English anymore customers Netherlands. Please provide double language choice.,Positive,0.13333333333333333,0.13333333333333333
ASOS,It's fantastic shopping ASOS!! It's even easier convenient go... finding right clothing never easier!!,Positive,0.5357142857142857,0.7178571428571429
ASOS,Easy watch videos clothes shoes get real unedited view items,Positive,0.31666666666666665,0.5666666666666667
ASOS,The easy find nice things !,Positive,0.5916666666666667,0.9166666666666667
ASOS,"I love easy browse, find purchase things. ASOS done great job I've issues far(few months).",Positive,0.5777777777777778,0.7277777777777779
ASOS,Love app. Great range clothes prices. Also really fast free shipping!,Positive,0.5,0.6875
ASOS,"I 16year old son never disappointed means neither I, brilliant round , well done ASOS x",Positive,0.29375,0.5875
ASOS,nan,nan,nan,nan
ASOS,Love it. Lovely clothes. Easy navigate. Fast free delivery great returns,Positive,0.47222222222222215,0.7222222222222223
ASOS,"Love ASOS ans love app. Could map search delivery through, list potential collect locations 8snt much me. Otherwise, great!",Positive,0.44000000000000006,0.6300000000000001
ASOS,nan,nan,nan,nan
ASOS,My entire wardrobe ASOS boyfriend. 100% go everything,Neutral,0.0,0.625
ASOS,"Best online shopping come across, really simple navigate, mention great deals!",Positive,0.6666666666666666,0.469047619047619
ASOS,My partner got always quality products returns amazing easy handle especially 1 year Express free returns.,Positive,0.3583333333333334,0.8833333333333333
ASOS,nan,nan,nan,nan
ASOS,Freezes scrolling bit. Every damn time.,Neutral,0.0,0.0
ASOS,"Used good, item I want size stock.",Positive,0.7,0.6000000000000001
ASOS,nan,nan,nan,nan
ASOS,"easy to use, shipping fast enough, wide choice of clothing and more, for everyone",Positive,0.20666666666666664,0.5666666666666667
ASOS,nan,nan,nan,nan
ASOS,"Convenient use, easy search, good promotion, exclusive items",Positive,0.5666666666666667,0.7166666666666668
ASOS,nan,nan,nan,nan
ASOS,This useful sorts different things. It easy navigate full different styles clothes,Positive,0.2166666666666667,0.5166666666666667
ASOS,Intuitive visual app. Everything could possibly need finger tips. Well done ASOS!,Neutral,0.0,0.5
ASUS Calling Screen,nan,nan,nan,nan
ASUS Calling Screen,"Asus helping all, missed lot calls bad apps, cant answer phone calls calling dialing sound all. I prefer brand even cheaper phone better Asus",Positive,0.06666666666666672,0.5222222222222223
ASUS Calling Screen,"It recognize numbers long distance operator code Brazil contacts long distance code. Should fixed, I'll rate five stars. Also, give option add operator number",Neutral,0.0,0.3333333333333333
ASUS Calling Screen,Best dialer I came across.. Inbulit call recording feature .. Rated 4 stars It Inbulit Video calling feature like Xiaomi Gionee phone dialers. please release update stock dialer video calling VoLTE available,Positive,0.7,0.35
ASUS Calling Screen,Remains beneath home screen. Not possible take calls. Practically work. U able accept calls. What earth phone then?,Positive,0.25,0.8125
ASUS Calling Screen,"It recognize numbers long distance operator code Brazil contacts long distance code. Should fixed, I'll rate five stars.",Neutral,0.0,0.3333333333333333
ASUS Calling Screen,nan,nan,nan,nan
ASUS Calling Screen,I want option removing ability call second SIM SIM call button. My second SIM data I want avoid chances call mistake.,Neutral,0.0,0.0
ASUS Calling Screen,Overall ok. The option shows open app. Just like Simple Dialer,Positive,0.125,0.3392857142857143
ASUS Calling Screen,Missed calls get disappeared minutes. I missed many important calls What Please help,Positive,0.45,0.75
ASUS Calling Screen,The hangs remains frozen I try make phone calls. Have restart phone happens calls affected well. Only solution rollback updates.,Neutral,0.0,1.0
ASUS Calling Screen,nan,nan,nan,nan
ASUS Calling Screen,"When I make call, screen turns dark I cannot turn again, flickers goes dark again. I cannot anything, press buttons, hang up, mention complete lack screens. Yes, I turned phone tried multiple times different numbers even, date. Please release fix asap.",Negative,-0.039999999999999994,0.36000000000000004
ASUS Calling Screen,Cant make calls contacts stuck synching contacts. Its new sim contacts entered yet. Ridiculous glitch renders asus useless.,Negative,-0.23232323232323235,0.5515151515151515
ASUS Calling Screen,"It freezes often I call someone, I restart phone every time happens.",Neutral,0.0,0.0
ASUS Calling Screen,"sir,please add call screen background feature.I hope solve problem possible.Thanks ASUS",Neutral,0.0,0.0
ASUS Calling Screen,nan,nan,nan,nan
ASUS Calling Screen,Please add video call button calling screen. pathetic third party video calling. :-(,Negative,-0.5833333333333334,0.6666666666666666
ASUS Calling Screen,"dear sir, asus ZenFone 3 user.this ph awesome super current market.but plss added video call feature like samsung calling feature.i hope problem solve quickly. thanks",Positive,0.3833333333333333,0.5666666666666667
ASUS Calling Screen,nan,nan,nan,nan
ASUS Calling Screen,private contacts snoop messages like asus zenfone max zc550kl,Neutral,0.0,0.375
ASUS Calling Screen,No sound keeps dialing. When hung It can't go back normal screen. Something wrong asus.,Negative,-0.1375,0.48749999999999993
ASUS Calling Screen,"Lost option switch dark mode... Now I need new dialer. Latest update, still same.",Positive,0.12159090909090908,0.4698863636363636
ASUS Calling Screen,nan,nan,nan,nan
ASUS Calling Screen,nan,nan,nan,nan
ASUS Calling Screen,nan,nan,nan,nan
ASUS Calling Screen,Please make calling screen like Samsung. This good. Looks dumb.,Positive,0.16249999999999998,0.55
ASUS Calling Screen,I problem mic update. It working.,Neutral,0.0,0.0
ASUS Calling Screen,This version bug mutes calls installed..,Neutral,0.0,0.0
ASUS Calling Screen,nan,nan,nan,nan
ASUS Calling Screen,This running ZenFone 3 deluxe. Mic mutes call screen locks.,Positive,0.6,0.9
ASUS Calling Screen,nan,nan,nan,nan
ASUS Calling Screen,"If call receive dail, concect call can't save number call delete options... What do?",Neutral,0.0,0.0
ASUS Calling Screen,nan,nan,nan,nan
ASUS Calling Screen,nan,nan,nan,nan
ASUS Calling Screen,Not good,Negative,-0.35,0.6000000000000001
ASUS Calling Screen,nan,nan,nan,nan
ASUS Calling Screen,nan,nan,nan,nan
ASUS Calling Screen,nan,nan,nan,nan
ASUS Calling Screen,nan,nan,nan,nan
ASUS Cover for ZenFone 2,"Can't view emails. , Need option customise appearance colour. , Need show what's pop Asus cover ..... Hope improve it. Thank you...",Neutral,0.0,0.0
ASUS Cover for ZenFone 2,Useful responsive. A nice touch improve phone's usability. A limitations due security (lock screen),Positive,0.2583333333333333,0.4583333333333333
ASUS Cover for ZenFone 2,nan,nan,nan,nan
ASUS Cover for ZenFone 2,nan,nan,nan,nan
ASUS Cover for ZenFone 2,There glitch I closes phone flip cover. The screen moves randomly....,Negative,-0.5,0.5
ASUS Cover for ZenFone 2,nan,nan,nan,nan
ASUS Cover for ZenFone 2,nan,nan,nan,nan
ASUS Cover for ZenFone 2,nan,nan,nan,nan
ASUS Cover for ZenFone 2,nan,nan,nan,nan
ASUS Cover for ZenFone 2,Charging light disappeared update,Positive,0.4,0.7
ASUS Cover for ZenFone 2,nan,nan,nan,nan
ASUS Cover for ZenFone 2,nan,nan,nan,nan
ASUS Cover for ZenFone 2,nan,nan,nan,nan
ASUS Cover for ZenFone 2,nan,nan,nan,nan
ASUS Cover for ZenFone 2,I Dont like Asus,Neutral,0.0,0.0
ASUS Cover for ZenFone 2,The application is activated by your own contact. Please correct it as soon as possible,Positive,0.3,1.0
ASUS Cover for ZenFone 2,nan,nan,nan,nan
ASUS Cover for ZenFone 2,nan,nan,nan,nan
ASUS Cover for ZenFone 2,nan,nan,nan,nan
ASUS Cover for ZenFone 2,nan,nan,nan,nan
ASUS Cover for ZenFone 2,nan,nan,nan,nan
ASUS Cover for ZenFone 2,nan,nan,nan,nan
ASUS Cover for ZenFone 2,nan,nan,nan,nan
ASUS Cover for ZenFone 2,nan,nan,nan,nan
ASUS Cover for ZenFone 2,nan,nan,nan,nan
ASUS Cover for ZenFone 2,nan,nan,nan,nan
ASUS Cover for ZenFone 2,nan,nan,nan,nan
ASUS Cover for ZenFone 2,nan,nan,nan,nan
ASUS Cover for ZenFone 2,nan,nan,nan,nan
ASUS Cover for ZenFone 2,nan,nan,nan,nan
ASUS Cover for ZenFone 2,nan,nan,nan,nan
ASUS Cover for ZenFone 2,nan,nan,nan,nan
ASUS Cover for ZenFone 2,nan,nan,nan,nan
ASUS Cover for ZenFone 2,nan,nan,nan,nan
ASUS Cover for ZenFone 2,nan,nan,nan,nan
ASUS Cover for ZenFone 2,nan,nan,nan,nan
ASUS Cover for ZenFone 2,nan,nan,nan,nan
ASUS Cover for ZenFone 2,nan,nan,nan,nan
ASUS Cover for ZenFone 2,nan,nan,nan,nan
ASUS Cover for ZenFone 2,nan,nan,nan,nan
ASUS Gallery,nan,nan,nan,nan
ASUS Gallery,nan,nan,nan,nan
ASUS Gallery,nan,nan,nan,nan
ASUS Gallery,nan,nan,nan,nan
ASUS Gallery,nan,nan,nan,nan
ASUS Gallery,nan,nan,nan,nan
ASUS Gallery,nan,nan,nan,nan
ASUS Gallery,nan,nan,nan,nan
ASUS Gallery,nan,nan,nan,nan
ASUS Gallery,nan,nan,nan,nan
ASUS Gallery,nan,nan,nan,nan
ASUS Gallery,nan,nan,nan,nan
ASUS Gallery,nan,nan,nan,nan
ASUS Gallery,nan,nan,nan,nan
ASUS Gallery,nan,nan,nan,nan
ASUS Gallery,nan,nan,nan,nan
ASUS Gallery,nan,nan,nan,nan
ASUS Gallery,nan,nan,nan,nan
ASUS Gallery,nan,nan,nan,nan
ASUS Gallery,nan,nan,nan,nan
ASUS Gallery,nan,nan,nan,nan
ASUS Gallery,nan,nan,nan,nan
ASUS Gallery,nan,nan,nan,nan
ASUS Gallery,nan,nan,nan,nan
ASUS Gallery,nan,nan,nan,nan
ASUS Gallery,nan,nan,nan,nan
ASUS Gallery,nan,nan,nan,nan
ASUS Gallery,nan,nan,nan,nan
ASUS Gallery,nan,nan,nan,nan
ASUS Gallery,nan,nan,nan,nan
ASUS Gallery,nan,nan,nan,nan
ASUS Gallery,nan,nan,nan,nan
ASUS Gallery,nan,nan,nan,nan
ASUS Gallery,nan,nan,nan,nan
ASUS Gallery,nan,nan,nan,nan
ASUS Gallery,nan,nan,nan,nan
ASUS Gallery,nan,nan,nan,nan
ASUS Gallery,nan,nan,nan,nan
ASUS Gallery,nan,nan,nan,nan
ASUS Gallery,nan,nan,nan,nan
ASUS Quick Memo,nan,nan,nan,nan
ASUS Quick Memo,nan,nan,nan,nan
ASUS Quick Memo,nan,nan,nan,nan
ASUS Quick Memo,nan,nan,nan,nan
ASUS Quick Memo,nan,nan,nan,nan
ASUS Quick Memo,nan,nan,nan,nan
ASUS Quick Memo,nan,nan,nan,nan
ASUS Quick Memo,nan,nan,nan,nan
ASUS Quick Memo,nan,nan,nan,nan
ASUS Quick Memo,nan,nan,nan,nan
ASUS Quick Memo,nan,nan,nan,nan
ASUS Quick Memo,nan,nan,nan,nan
ASUS Quick Memo,nan,nan,nan,nan
ASUS Quick Memo,nan,nan,nan,nan
ASUS Quick Memo,nan,nan,nan,nan
ASUS Quick Memo,nan,nan,nan,nan
ASUS Quick Memo,nan,nan,nan,nan
ASUS Quick Memo,nan,nan,nan,nan
ASUS Quick Memo,nan,nan,nan,nan
ASUS Quick Memo,nan,nan,nan,nan
ASUS Quick Memo,nan,nan,nan,nan
ASUS Quick Memo,nan,nan,nan,nan
ASUS Quick Memo,nan,nan,nan,nan
ASUS Quick Memo,nan,nan,nan,nan
ASUS Quick Memo,nan,nan,nan,nan
ASUS Quick Memo,nan,nan,nan,nan
ASUS Quick Memo,nan,nan,nan,nan
ASUS Quick Memo,nan,nan,nan,nan
ASUS Quick Memo,nan,nan,nan,nan
ASUS Quick Memo,nan,nan,nan,nan
ASUS Quick Memo,nan,nan,nan,nan
ASUS Quick Memo,nan,nan,nan,nan
ASUS Quick Memo,nan,nan,nan,nan
ASUS Quick Memo,nan,nan,nan,nan
ASUS Quick Memo,nan,nan,nan,nan
ASUS Quick Memo,nan,nan,nan,nan
ASUS Quick Memo,"To personally, making sense!",Neutral,0.0,0.3
ASUS Quick Memo,"2 strings shows opened app? It's joke? Where ""pin main screen"" setting users asking long time?",Positive,0.05833333333333333,0.3666666666666667
ASUS Quick Memo,nan,nan,nan,nan
ASUS Quick Memo,nan,nan,nan,nan
ASUS Sound Recorder,Add Dark Theme Please,Negative,-0.15,0.4
ASUS Sound Recorder,nan,nan,nan,nan
ASUS Sound Recorder,nan,nan,nan,nan
ASUS Sound Recorder,nan,nan,nan,nan
ASUS Sound Recorder,nan,nan,nan,nan
ASUS Sound Recorder,nan,nan,nan,nan
ASUS Sound Recorder,Like it.,Neutral,0.0,0.0
ASUS Sound Recorder,nan,nan,nan,nan
ASUS Sound Recorder,nan,nan,nan,nan
ASUS Sound Recorder,Very good,Positive,0.9099999999999999,0.7800000000000001
ASUS Sound Recorder,nan,nan,nan,nan
ASUS Sound Recorder,nan,nan,nan,nan
ASUS Sound Recorder,nan,nan,nan,nan
ASUS Sound Recorder,nan,nan,nan,nan
ASUS Sound Recorder,nan,nan,nan,nan
ASUS Sound Recorder,nan,nan,nan,nan
ASUS Sound Recorder,"I'm totally impressed many ASUS like ""Sound Recorder"" superior quality that's simple use.",Positive,0.5199999999999999,0.6314285714285715
ASUS Sound Recorder,nan,nan,nan,nan
ASUS Sound Recorder,nan,nan,nan,nan
ASUS Sound Recorder,nan,nan,nan,nan
ASUS Sound Recorder,Very useful easy,Positive,0.4116666666666667,0.4166666666666667
ASUS Sound Recorder,Cool issues found past two years,Positive,0.04999999999999999,0.45
ASUS Sound Recorder,nan,nan,nan,nan
ASUS Sound Recorder,Missing changelog,Negative,-0.2,0.05
ASUS Sound Recorder,Very good app's,Positive,0.9099999999999999,0.7800000000000001
ASUS Sound Recorder,nan,nan,nan,nan
ASUS Sound Recorder,nan,nan,nan,nan
ASUS Sound Recorder,nan,nan,nan,nan
ASUS Sound Recorder,Nice,Positive,0.6,1.0
ASUS Sound Recorder,Good,Positive,0.7,0.6000000000000001
ASUS Sound Recorder,nan,nan,nan,nan
ASUS Sound Recorder,Good,Positive,0.7,0.6000000000000001
ASUS Sound Recorder,Nice easy,Positive,0.5166666666666666,0.9166666666666667
ASUS Sound Recorder,nan,nan,nan,nan
ASUS Sound Recorder,nan,nan,nan,nan
ASUS Sound Recorder,Good quality,Positive,0.7,0.6000000000000001
ASUS Sound Recorder,Best software,Positive,1.0,0.3
ASUS Sound Recorder,Excellent,Positive,1.0,1.0
ASUS Sound Recorder,nan,nan,nan,nan
ASUS Sound Recorder,Nice,Positive,0.6,1.0
ASUS SuperNote,nan,nan,nan,nan
ASUS SuperNote,"Very useful. I'd like create new note template, image changed , template (Eiffel tower). Thanks",Positive,0.2421212121212121,0.21818181818181817
ASUS SuperNote,nan,nan,nan,nan
ASUS SuperNote,nan,nan,nan,nan
ASUS SuperNote,"All notes gone update, can't sign WebStorage account. While login menu show sign WebStorage account. Thank",Neutral,0.0,0.0
ASUS SuperNote,The nice page limit satisfied.,Positive,0.55,1.0
ASUS SuperNote,nan,nan,nan,nan
ASUS SuperNote,nan,nan,nan,nan
ASUS SuperNote,Unless setup way wants work correctly.,Positive,0.2,0.1
ASUS SuperNote,zf 3 max,Neutral,0.0,0.0
ASUS SuperNote,Nice store copy save information.,Positive,0.6,1.0
ASUS SuperNote,I love it!,Positive,0.625,0.6
ASUS SuperNote,nan,nan,nan,nan
ASUS SuperNote,Awesome!!!!,Positive,1.0,1.0
ASUS SuperNote,Typing supported write notes handwriting swiping screen.. irritating... I'll give 5star supports normal typing system.thanks,Negative,-0.125,0.725
ASUS SuperNote,nan,nan,nan,nan
ASUS SuperNote,"I'm trying send feedback, texts appearing screen. Can u help retrieve notes? I opened day, notes gone! I made online backup yet.",Neutral,0.0,0.0
ASUS SuperNote,"Very silly can't save notes that's page, save separate pages. Nor share note, separate emails. Glaring issue makes whole thing bit amateur..",Negative,-0.2333333333333333,0.5499999999999999
ASUS SuperNote,nan,nan,nan,nan
ASUS SuperNote,I three ASUS devices. This sync even single note share among them. Useless.,Negative,-0.2857142857142857,0.20714285714285713
ASUS SuperNote,"I like flaw I like limited page size, I'd like option text page endless text. This makes easier copy paste large groups text.",Positive,0.0059523809523809494,0.44047619047619047
ASUS SuperNote,nan,nan,nan,nan
ASUS SuperNote,nan,nan,nan,nan
ASUS SuperNote,Pls update give ability save redo. Because keep accidentally erasing important notes im trying scroll page. Also update page enable easy scrolling put option smaller font size ttyping,Positive,0.2777777777777778,0.7777777777777778
ASUS SuperNote,nan,nan,nan,nan
ASUS SuperNote,How I unlock notes lockee I forgot password? I'm pretty sure password correct still unlock.,Positive,0.375,0.9444444444444444
ASUS SuperNote,nan,nan,nan,nan
ASUS SuperNote,My notes suddenly disappeared folders there. Can fix it? I really need notes. Asap.,Positive,0.1,0.35
ASUS SuperNote,Omg I looking for! This best app. Better note better journey diaro. It notebooks add pages it. This simple best journal writing app. I really loved totally free. You sync data ASUS account. Best ASUS users.,Positive,0.6375000000000001,0.4821428571428571
ASUS SuperNote,nan,nan,nan,nan
ASUS SuperNote,nan,nan,nan,nan
ASUS SuperNote,"Still log in, would better syncs cloud based storages like onedrive Google Drive",Positive,0.5,0.5
ASUS SuperNote,nan,nan,nan,nan
ASUS SuperNote,nan,nan,nan,nan
ASUS SuperNote,nan,nan,nan,nan
ASUS SuperNote,"I recently opened app, suddenly deleted notes . Please fix .",Neutral,0.0,0.375
ASUS SuperNote,"Hard edit reach maximum text limit, we need copy paste first fill new words -__-",Positive,0.031565656565656554,0.4431818181818182
ASUS SuperNote,The read mode worse. It makes notes splited. I cant read,Negative,-0.4,0.6
ASUS SuperNote,I loss note remove automatic safe,Positive,0.5,0.5
ASUS SuperNote,"Hello, I forgot supernote password. Can I restore hidden notes?",Negative,-0.16666666666666666,0.3333333333333333
"AT&T Navigator: Maps, Traffic",nan,nan,nan,nan
"AT&T Navigator: Maps, Traffic",nan,nan,nan,nan
"AT&T Navigator: Maps, Traffic","I've used years. It saved grave mistakes, and/or gotten questionable areas, quickly. This kept late appointment many times. It made independent, whether walking importantly, driving. A must have! People problems app, probably know correctly.",Positive,0.08888888888888889,0.6208333333333333
"AT&T Navigator: Maps, Traffic",nan,nan,nan,nan
"AT&T Navigator: Maps, Traffic","HOW CAN WE UNINSTALL THIS APP? DO NOT WANT!!! No option uninstall. When trying disable, options install original factory version cancel. Selecting Force Stop, restarts updates automatically. This pain AT&T!!! Give customers option uninstall.",Positive,0.732421875,0.75
"AT&T Navigator: Maps, Traffic",Have used att nav years bb got nw samsung. While searching fast food explore noticed listed mileage radically different plotted mileage sometimes double. Several little things tops list,Positive,0.0025000000000000022,0.33999999999999997
"AT&T Navigator: Maps, Traffic",nan,nan,nan,nan
"AT&T Navigator: Maps, Traffic","It's ok could much better. I like almost time, routes gives inconvenient, even says fastest route. There's usually direct way get there. Google maps usually direct routes.",Positive,0.12,0.5599999999999999
"AT&T Navigator: Maps, Traffic",nan,nan,nan,nan
"AT&T Navigator: Maps, Traffic",I love clear easy I problem; I search location give closest first. Perhaps cell settings. Lastly I yet well versed capabilities.,Positive,0.25666666666666665,0.44333333333333336
"AT&T Navigator: Maps, Traffic","I years never issue upgraded phone galaxy S6 galaxy S8 plus. Since upgrading, favorites disappeared. Please help",Neutral,0.0,0.0
"AT&T Navigator: Maps, Traffic","This broken. I 10 years, several phone upgrades. Now I factory reset nothing works. Tech support can't seem fix it. They told I changed service. Factory reset change service. This scsm. You get serviced Google maps free. Two years ago rewrote eliminating ability save addresses bother inform customers. I paid $260 last 2+ years nothing. Don't pay app. Use something else. Save money. Please warned. You would paying $10 month nothing. Don't it. If using app. Stop save money something else. For $10 month could go lunch breakfast. A much better bang buck.",Positive,0.1,0.3533333333333334
"AT&T Navigator: Maps, Traffic",nan,nan,nan,nan
"AT&T Navigator: Maps, Traffic","I think clever means advertising beneficial consumer lucrative stock market..However,I also believe emphasis placed difference real world propaganda. That helps stock market thrive..Especiallly many individuals society little knowledge information highway.",Positive,0.11583333333333334,0.44666666666666666
"AT&T Navigator: Maps, Traffic","It crashes much always lose signal. Has accurate couple weeks please fix ,then get better rating",Positive,0.3666666666666667,0.4444444444444445
"AT&T Navigator: Maps, Traffic",Great GPS I often. The thing I problem marker. Its round I believe directional arrow would better.,Positive,0.3666666666666667,0.5499999999999999
"AT&T Navigator: Maps, Traffic",Cabricogirl Clarity directions good. Sentences cut middle giving verbal directions Forcing watch screen driving.,Positive,0.35,0.30000000000000004
"AT&T Navigator: Maps, Traffic",While google kept saying lost signal always worked. The easy fancy worked. Maps downloaded easily. I love app.,Positive,0.4666666666666667,0.7166666666666667
"AT&T Navigator: Maps, Traffic",I travel across country work guiding now. I moved I several times week find way. I love it.,Positive,0.25,0.3
"AT&T Navigator: Maps, Traffic",A pay $ navigator feature stuck phone I can't rid can't root access phone. Thanks nothing att! Allow us delete/uninstall useless bloatware,Negative,-0.125,0.2
"AT&T Navigator: Maps, Traffic",The directions hard follow sometimes. It help find destination. The colors easy look.,Positive,0.07083333333333333,0.6875
"AT&T Navigator: Maps, Traffic",This assisted travels several times. I never problems,Neutral,0.0,0.0
"AT&T Navigator: Maps, Traffic",nan,nan,nan,nan
"AT&T Navigator: Maps, Traffic",I moved small town montana big city Alaska saved life I gotten lost. Wouldn't change app.,Negative,-0.125,0.25
"AT&T Navigator: Maps, Traffic","This difficult use. Since came phone I thought I would try n it, wont hard I used I loaded much easier check lot things app, find taxi, closes airport, entertainment food etc, I'll keep I",Negative,-0.19722222222222227,0.5805555555555555
"AT&T Navigator: Maps, Traffic",I find way wet paper bag I ! It seems easy clear Directions need re-route reason !,Positive,0.14444444444444446,0.5388888888888889
"AT&T Navigator: Maps, Traffic",I travel far often I special event navigator gets little trouble. Which amazing. Every time.lol. I recently needed help all. I've downloaded COMPLETELY FREE app. You kiss it.,Positive,0.1528061224489796,0.6030612244897959
"AT&T Navigator: Maps, Traffic",Ok DOES NOT WORK. A third addresses outdated another third wrong address. This seriously needs update content,Negative,-0.12222222222222223,0.44999999999999996
"AT&T Navigator: Maps, Traffic",nan,nan,nan,nan
"AT&T Navigator: Maps, Traffic",Slow loses satellite consistently. Terrible,Negative,-0.5333333333333333,0.5
"AT&T Navigator: Maps, Traffic",This charged son's account two months caught on. Very deceptive service. Disappointed art,Negative,-0.275,0.525
"AT&T Navigator: Maps, Traffic",nan,nan,nan,nan
"AT&T Navigator: Maps, Traffic",nan,nan,nan,nan
"AT&T Navigator: Maps, Traffic","My little cousin got phone subscribed want unsubscribe can't seem log at&t account want unsubscribe charge this, anyway unsubscribe this?",Negative,-0.1875,0.5
"AT&T Navigator: Maps, Traffic","AT&T navigator Gets everywhere, sometimes signal, 95% time grest.",Neutral,0.0,0.0
"AT&T Navigator: Maps, Traffic",It work. No gps several years. Other map work.,Negative,-0.0625,0.1875
"AT&T Navigator: Maps, Traffic",outdated bloatware forced upon easy way uninstall,Negative,-0.08888888888888895,0.5555555555555557
"AT&T Navigator: Maps, Traffic",It sends opposite direction u-tums lot. Eventually guide destination. Just hope hurry! I recommend service.,Neutral,0.0,0.0
